housing,job,day,qualification,month,location,online.banking,checking.account,prev.sales,year.contact,length,central.interest.rate,employment.rate,customer.satisfaction,price.index,credit.rating,age,staff_total,confidence.index,emails.month,y
unknown,Plumber,mon,Bachelour.degree,may,Inner.city,not.registered,no,0,4,569,5608,3.15,Satisfactory,108.7452,excellent,53,15546,99.41,0,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,976,2.04,-1.4,High,111.2144,satisfactory,43,15300,79.85,2,no
yes,Self-employed,thu,doctorate,nov,Inner.city,inactive,yes,0,3,269,5582,1.45,Satisfactory,106.43,satisfactory,30,15520,88.83,0,no
no,Electrician,fri,Bachelour.degree,jun,Inner.city,inactive,no,0,0,1085,6245,3.6,Satisfactory,106242,poor,48,15687,83.78,1,no
no,Driver,fri,other,may,Inner.city,inactive,no,0,2,39,5412,1.45,Satisfactory,104.76,poor,37,15561,89.07,0,yes
yes,Lawyer,thu,other,aug,Inner.city,inactive,yes,0,3,369,5345,3.4,Satisfactory,105.1952,poor,29,15672,97.73,1,no
yes,Driver,fri,doctorate,jul,Inner.city,inactive,yes,0,8,25,6443,3.4,Satisfactory,107.1244,satisfactory,47,15658,84.62,0,no
yes,Self-employed,tue,TAFE,nov,Inner.city,inactive,no,0,5,44,5338,1.55,Satisfactory,104.14,satisfactory,45,15567,85.94,1,no
yes,Lawyer,mon,other,may,Inner.city,inactive,no,0,1,360,6584,3.35,Satisfactory,108.3852,poor,25,15599,96.94,1,no
yes,Gardener,tue,doctorate,may,Inner.city,inactive,no,0,1,2608,5783,2.95,Satisfactory,108.2152,satisfactory,42,15548,97.05,1,yes
no,Driver,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,141,6932,3.6,Satisfactory,108.6844,satisfactory,34,15654,85.34,1,no
yes,Self-employed,thu,Higher.school.certificate,jun,Inner.city,inactive,no,0,32,164,6515,3.5,Satisfactory,107212,satisfactory,52,15658,88.93,0,no
no,Lawyer,tue,Higher.school.certificate,may,Inner.city,inactive,no,0,5,193,6291,3.15,Satisfactory,106.2652,satisfactory,44,15563,97.88,0,no
no,Self-employed,thu,Higher.school.certificate,nov,Inner.city,inactive,yes,0,0,1661,4172,1.35,Satisfactory,105.19,satisfactory,30,15547,85.52,1,yes
no,Lawyer,wed,doctorate,nov,Inner.city,inactive,yes,0,1,378,4797,1.45,Satisfactory,108.82,poor,49,15593,86.18,1,no
yes,Driver,fri,doctorate,may,Inner.city,inactive,no,0,0,435,5722,2.95,Satisfactory,107.9952,satisfactory,51,15575,97.94,0,no
yes,Self-employed,mon,highschool.certificate,apr,suburban,active,yes,0,5,37,1938,-1.1,High,108.9,satisfactory,40,15317,79.12,2,no
yes,Self-employed,tue,unknown,jul,Inner.city,active,yes,0,3,534,5822,3.4,Satisfactory,107.4844,satisfactory,36,15732,85.02,0,no
yes,Academic,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,2,1076,5373,1.55,Satisfactory,109.58,satisfactory,32,15593,87.26,0,no
yes,Doctor,mon,other,nov,Inner.city,inactive,yes,0,3,382,5386,1.25,Satisfactory,107.22,poor,42,15547,87.36,1,no
yes,Plumber,fri,other,aug,Inner.city,inactive,yes,0,4,136,6217,3.5,Satisfactory,106.0752,satisfactory,44,15654,95.27,1,yes
no,Self-employed,thu,Higher.school.certificate,may,suburban,inactive,no,0,3,185,5279,3.05,Satisfactory,110.0152,poor,46,15567,96.31,0,no
yes,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,no,0,2,824,5576,3.05,Satisfactory,106.5052,satisfactory,30,15533,99.23,0,no
no,Driver,fri,doctorate,jun,Inner.city,inactive,no,0,5,60,6396,3.7,Satisfactory,108662,poor,45,15697,84.63,0,no
no,Self-employed,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,2,534,6.09,3.15,Satisfactory,104.8252,satisfactory,26,15551,96.76,1,yes
no,Driver,wed,doctorate,jun,Inner.city,inactive,no,0,3,498,5618,3.5,Satisfactory,107112,satisfactory,40,15698,86.69,1,no
yes,Lawyer,wed,Higher.school.certificate,may,Inner.city,active,no,0,1,55,2954,-1.3,Satisfactory,110.2344,satisfactory,36,15327,75.23,0,no
yes,Driver,thu,doctorate,may,Inner.city,inactive,yes,0,2,446,2837,-1.3,Satisfactory,106.0244,excellent,30,15343,77.82,0,no
yes,Self-employed,tue,Higher.school.certificate,jul,Inner.city,inactive,yes,0,2,277,5666,3.4,Satisfactory,110.0644,excellent,33,15660,85.82,1,no
yes,Doctor,fri,Higher.school.certificate,jul,Inner.city,inactive,yes,0,3,495,6.62,3.6,Satisfactory,108.8444,satisfactory,40,15699,81.25,0,no
yes,Lawyer,mon,other,jun,Inner.city,inactive,no,0,2,53,6964,3.7,Satisfactory,105622,satisfactory,40,15689,90.33,1,no
yes,Self-employed,tue,Bachelour.degree,jul,Inner.city,inactive,yes,0,5,162,6638,3.5,Satisfactory,108.2844,satisfactory,35,15660,80.42,1,no
no,Driver,mon,highschool.certificate,may,Inner.city,inactive,no,0,1,246,6148,3.15,Satisfactory,109.3252,excellent,43,15559,98.06,0,no
yes,Retail,fri,Higher.school.certificate,may,Inner.city,active,yes,0,2,344,2433,-1.1,High,107.3844,satisfactory,27,15340,76.1,2,no
yes,Lawyer,wed,Bachelour.degree,aug,Inner.city,inactive,yes,0,2,539,6.17,3.4,Satisfactory,106.8352,poor,39,15661,99.34,0,no
yes,Gardener,fri,Higher.school.certificate,nov,Inner.city,inactive,yes,0,4,249,5233,1.35,Satisfactory,105.82,poor,36,15582,87.55,0,no
yes,Self-employed,mon,Higher.school.certificate,may,Inner.city,inactive,yes,0,0,508,2163,-1,Satisfactory,104.3944,satisfactory,45,15280,82.73,1,no
yes,Lawyer,mon,other,may,suburban,inactive,yes,2,4,22,1666,-1.2,Satisfactory,105.3944,satisfactory,29,15262,82.04,2,no
no,Retail,thu,Higher.school.certificate,jun,Inner.city,inactive,no,0,0,334,5783,3.7,Satisfactory,110562,satisfactory,37,15681,86.5,1,no
no,Driver,mon,other,may,Inner.city,active,no,0,1,848,4307,3.25,Satisfactory,108.5352,poor,32,15554,100.57,0,no
no,Self-employed,thu,doctorate,jul,Inner.city,inactive,yes,0,3,122,5985,3.5,Satisfactory,104.2444,excellent,43,15712,88.18,1,no
yes,Self-employed,tue,Higher.school.certificate,may,Inner.city,inactive,yes,2,0,1294,2528,-1,Low,108.5744,satisfactory,26,15308,78.45,2,no
no,Plumber,fri,other,jun,Inner.city,inactive,no,0,4,132,5325,3.7,Satisfactory,108912,satisfactory,33,15717,88.1,1,no
no,Lawyer,tue,Higher.school.certificate,may,suburban,inactive,no,0,0,408,7113,3.25,Satisfactory,107.5352,excellent,61,15560,100.81,0,yes
yes,Lawyer,mon,Higher.school.certificate,aug,Inner.city,inactive,yes,0,1,402,5175,3.5,Satisfactory,112.0752,poor,30,15641,96.31,0,no
yes,Lawyer,thu,Higher.school.certificate,jun,suburban,inactive,no,0,2,158,5986,3.4,Satisfactory,109862,satisfactory,49,15640,89.43,1,no
no,Lawyer,wed,Bachelour.degree,jun,Inner.city,inactive,no,0,8,249,5776,3.4,Satisfactory,106512,satisfactory,45,15672,87.28,0,no
yes,Self-employed,mon,unknown,nov,Inner.city,inactive,yes,0,2,522,5574,1.45,Satisfactory,108.68,satisfactory,39,15587,86.51,0,no
no,Lawyer,wed,other,jul,Inner.city,inactive,yes,0,1,370,6412,3.4,Satisfactory,106.8444,satisfactory,32,15627,80.83,1,no
no,Driver,fri,doctorate,mar,Inner.city,inactive,yes,0,3,490,2585,-1.1,Satisfactory,107.7544,satisfactory,40,15278,74.03,0,yes
no,Self-employed,thu,Bachelour.degree,may,Inner.city,inactive,no,0,2,543,5918,3.35,Satisfactory,108.2052,satisfactory,33,15562,96.81,0,no
yes,Lawyer,thu,other,oct,Inner.city,active,no,0,2,186,1.22,-3.8,Satisfactory,106.7348,poor,24,15026,115.99,1,yes
yes,Lawyer,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,117,4621,1.45,Satisfactory,106.31,poor,29,15545,87.31,1,no
no,Driver,wed,doctorate,jul,Inner.city,inactive,no,0,3,109,6702,3.6,Satisfactory,109.7044,poor,43,15664,87.04,1,no
no,Driver,thu,doctorate,apr,Inner.city,inactive,yes,0,3,1355,2736,-1.1,Satisfactory,109.8,satisfactory,46,15287,70.48,0,yes
no,Academic,wed,highschool.certificate,may,Inner.city,active,no,0,1,425,4847,3.25,Satisfactory,102.9152,satisfactory,59,15565,100.47,0,no
yes,Chef,mon,Bachelour.degree,may,Inner.city,inactive,no,0,8,36,2283,-1,Satisfactory,113.8644,poor,28,15238,80.96,0,no
no,Self-employed,fri,Bachelour.degree,may,Inner.city,inactive,yes,0,0,192,2392,-1.2,Satisfactory,106.3344,poor,35,15258,79.31,0,no
no,Self-employed,thu,Higher.school.certificate,may,Inner.city,inactive,yes,0,1,609,3782,-1.2,Satisfactory,107.0344,satisfactory,32,15267,70.22,1,no
no,Lawyer,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,16,118,5.67,3.5,Satisfactory,106.0344,poor,38,15667,85.87,0,no
no,Lawyer,fri,Bachelour.degree,aug,suburban,inactive,yes,0,3,92,5.67,3.5,Satisfactory,103.9752,satisfactory,46,15619,99.67,1,no
yes,Lawyer,mon,other,may,Inner.city,active,yes,0,0,413,1747,-1.4,Satisfactory,110.0744,satisfactory,28,15311,75.24,0,no
no,Lawyer,tue,doctorate,jun,Inner.city,inactive,yes,0,3,290,2898,-2.65,Satisfactory,110.7504,satisfactory,41,15204,90.88,1,yes
no,Self-employed,thu,TAFE,may,Inner.city,active,yes,0,5,44,2229,-1.3,High,104.1544,satisfactory,29,15289,75.03,2,no
yes,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,3,262,5904,3.4,Satisfactory,107.8952,poor,30,15660,103.99,1,no
no,Driver,tue,doctorate,mar,Inner.city,inactive,yes,0,3,608,3043,-1.1,Satisfactory,107.3344,poor,31,15289,69.98,1,yes
no,Gardener,wed,Higher.school.certificate,may,Inner.city,inactive,no,0,3,356,6259,3.05,Satisfactory,108.0052,poor,31,15511,100.65,1,no
yes,Plumber,fri,Higher.school.certificate,may,Inner.city,inactive,yes,3,2,175,2311,-1,Low,107.2144,satisfactory,57,15253,80.58,1,no
no,Gardener,thu,Bachelour.degree,may,Inner.city,inactive,no,0,3,462,5479,2.95,Satisfactory,108.2752,satisfactory,34,15567,95.69,0,no
no,Librarian,tue,Bachelour.degree,may,Inner.city,inactive,yes,0,0,478,2479,-1.2,Satisfactory,108.1744,satisfactory,55,15312,80.04,1,no
yes,Self-employed,tue,highschool.certificate,may,suburban,inactive,no,0,3,74,6417,3.05,Satisfactory,106.7252,satisfactory,49,15584,98.65,1,no
no,Self-employed,fri,TAFE,may,suburban,inactive,no,0,2,118,6014,3.05,Satisfactory,107.9852,satisfactory,47,15562,97.83,0,no
yes,Lawyer,wed,Bachelour.degree,nov,Inner.city,inactive,yes,1,0,524,2138,-0.25,High,109.1536,satisfactory,62,14880,69.76,5,yes
yes,Driver,wed,doctorate,apr,Inner.city,inactive,yes,0,2,271,2726,-1.1,Satisfactory,107.55,satisfactory,29,15242,75.1,1,no
yes,Chef,mon,unknown,apr,Inner.city,inactive,yes,0,3,288,2011,-1,Satisfactory,106.52,poor,17,15348,76.09,0,no
yes,Gardener,mon,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,176,5.75,3.7,Satisfactory,107.5944,poor,27,15674,81.92,0,no
no,Driver,fri,other,apr,Inner.city,active,yes,0,3,1709,3053,-1.1,High,102.64,excellent,45,15267,73.48,2,no
yes,Plumber,tue,other,may,suburban,inactive,no,0,1,525,6164,3.35,Satisfactory,106.9852,excellent,49,15575,98.4,0,no
no,Lawyer,wed,other,may,Inner.city,inactive,yes,0,1,411,5.33,3.4,Satisfactory,104.4944,poor,25,15704,90.08,1,no
no,Gardener,mon,Bachelour.degree,aug,Inner.city,inactive,yes,0,0,236,5406,3.8,Satisfactory,110.0852,satisfactory,47,15686,98.42,0,no
no,Self-employed,mon,TAFE,may,Inner.city,inactive,no,0,0,675,6521,3.15,Satisfactory,108.4952,poor,25,15531,99.52,1,yes
yes,Retail,thu,Bachelour.degree,aug,Inner.city,inactive,no,0,0,172,1481,-2.75,Satisfactory,108.2108,satisfactory,46,15211,104.24,1,no
yes,Self-employed,fri,Higher.school.certificate,may,Inner.city,active,no,0,2,269,6415,3.15,Satisfactory,107.1052,satisfactory,45,15644,99.81,0,no
no,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,3,240,6.03,3.6,Satisfactory,109.3752,poor,34,15650,100.56,1,no
yes,Self-employed,tue,Higher.school.certificate,may,suburban,inactive,yes,0,1,597,2526,-1.1,Satisfactory,109.4044,satisfactory,34,15311,78.5,0,no
no,Lawyer,mon,other,nov,Inner.city,inactive,yes,0,2,127,5405,1.55,Satisfactory,108.46,satisfactory,53,15552,87.12,1,no
yes,Electrician,tue,other,aug,Inner.city,inactive,yes,0,2,264,5411,3.8,Satisfactory,109.2852,satisfactory,36,15683,100.28,1,no
no,Self-employed,wed,highschool.certificate,may,Inner.city,inactive,no,0,1,242,5877,2.95,Satisfactory,104.2152,satisfactory,50,15587,97.57,0,no
no,Driver,thu,doctorate,jun,Inner.city,inactive,no,0,0,63,5364,3.7,Satisfactory,109812,satisfactory,35,15741,88.41,1,no
no,Self-employed,wed,highschool.certificate,may,suburban,inactive,yes,0,1,133,2277,-1.4,High,107.1244,satisfactory,45,15289,76.58,2,no
no,Lawyer,mon,other,may,Inner.city,inactive,yes,0,1,1514,1497,-1,Satisfactory,108.2544,poor,30,15304,81.56,1,yes
yes,Retail,mon,Higher.school.certificate,may,suburban,active,no,0,5,1682,5299,3.35,Satisfactory,107.9552,satisfactory,39,15570,98.41,0,yes
yes,Self-employed,fri,Bachelour.degree,nov,Inner.city,inactive,yes,0,1,150,4832,1.15,High,107.29,poor,26,15561,86.45,2,no
no,Lawyer,wed,Bachelour.degree,jun,Inner.city,inactive,no,0,6,290,6237,3.7,Satisfactory,107452,poor,47,15739,85.16,0,no
yes,Retail,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,0,306,6053,3.4,Satisfactory,110.7844,poor,40,15774,85.86,0,no
no,Self-employed,thu,Higher.school.certificate,jul,Inner.city,active,yes,0,1,1935,6196,3.5,Satisfactory,107.6244,satisfactory,40,15707,87.3,0,yes
yes,Doctor,tue,Bachelour.degree,aug,suburban,inactive,yes,0,3,780,6924,3.4,Satisfactory,108.7252,satisfactory,52,15687,103.29,0,no
yes,Self-employed,thu,Bachelour.degree,apr,Inner.city,inactive,yes,0,2,577,2209,-1.3,High,107.53,satisfactory,30,15285,75.63,1,no
no,Driver,thu,other,jul,Inner.city,inactive,yes,0,9,171,5026,3.6,Satisfactory,105.6644,excellent,34,15667,86.58,1,no
no,Self-employed,mon,highschool.certificate,may,Inner.city,inactive,yes,0,0,93,3202,-1.3,High,107.7244,satisfactory,37,15317,76.43,1,no
yes,Lawyer,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,4,265,5791,3.7,Satisfactory,110.7244,poor,22,15661,86.12,1,yes
no,Plumber,thu,unknown,nov,Inner.city,inactive,yes,0,1,389,4944,1.35,High,105.34,satisfactory,34,15584,85.86,1,no
yes,Gardener,thu,Bachelour.degree,oct,Inner.city,inactive,yes,0,2,513,1159,-3.4,Satisfactory,106.0348,poor,28,15042,118.12,0,yes
no,Self-employed,mon,unknown,may,suburban,inactive,yes,0,7,1173,1712,-1.4,Satisfactory,105.6144,satisfactory,44,15256,82.29,0,no
no,Self-employed,tue,doctorate,jun,Inner.city,inactive,no,0,7,124,6334,3.8,Satisfactory,107122,satisfactory,45,15668,87.99,0,no
unknown,Electrician,fri,Bachelour.degree,jun,Inner.city,not.registered,no,0,2,267,6539,3.8,Satisfactory,107522,satisfactory,43,15608,89.56,0,no
yes,Doctor,fri,Higher.school.certificate,oct,Inner.city,inactive,no,0,1,10,5674,1.35,Satisfactory,108.6884,satisfactory,26,15610,92.36,1,no
yes,Chef,tue,doctorate,sep,Inner.city,inactive,no,0,4,1011,1753,0.0499999999999999,Satisfactory,107.0092,poor,29,14931,94.04,1,no
yes,Self-employed,fri,TAFE,may,suburban,active,no,0,0,536,5735,3.15,Satisfactory,109.0052,satisfactory,45,15556,97.59,1,no
no,Lawyer,thu,other,may,Inner.city,inactive,no,0,6,121,3053,-1.4,Satisfactory,107.4544,satisfactory,33,15285,80.23,1,no
no,Librarian,mon,other,may,suburban,inactive,no,0,0,939,6284,3.25,Satisfactory,109.3152,excellent,57,15543,101.82,0,no
yes,Self-employed,mon,Higher.school.certificate,aug,suburban,inactive,yes,0,2,252,6635,3.6,Satisfactory,107.0152,satisfactory,57,15663,103.11,1,no
yes,Librarian,wed,TAFE,apr,Inner.city,active,no,0,5,641,2692,-1,Satisfactory,105.33,satisfactory,58,15340,74.9,0,no
no,Lawyer,fri,other,jun,Inner.city,inactive,no,0,1,463,5822,3.4,Satisfactory,111442,poor,29,15663,87.64,1,no
no,Librarian,thu,highschool.certificate,jun,Inner.city,inactive,no,0,2,147,6632,3.5,Satisfactory,107222,satisfactory,59,15660,84.73,0,no
yes,Librarian,fri,doctorate,mar,Inner.city,inactive,no,0,0,127,2512,-1,Satisfactory,107.8944,satisfactory,65,15306,70.44,1,no
no,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,3,148,5806,3.4,Satisfactory,107.2952,satisfactory,48,15744,100.23,1,no
no,Gardener,tue,other,aug,suburban,inactive,yes,0,2,915,6277,3.4,Satisfactory,111.2052,satisfactory,47,15721,102.85,1,no
no,Driver,tue,other,aug,Inner.city,inactive,yes,0,1,197,5225,3.4,Satisfactory,104.4952,excellent,43,15658,94.72,0,no
no,Self-employed,thu,highschool.certificate,may,Inner.city,inactive,no,0,2,982,6593,2.95,Satisfactory,108.1152,satisfactory,35,15562,99.33,1,no
no,Lawyer,wed,Bachelour.degree,may,Inner.city,inactive,no,0,0,570,5728,3.05,Satisfactory,109.2852,satisfactory,36,15545,100.56,1,no
yes,Gardener,thu,Bachelour.degree,jul,Inner.city,inactive,yes,0,3,911,6627,3.4,Satisfactory,109.8744,excellent,41,15709,85.13,0,no
no,Librarian,thu,TAFE,may,Inner.city,inactive,yes,0,2,188,2507,-1.1,High,106.9744,satisfactory,56,15252,80.51,2,no
yes,Driver,thu,Bachelour.degree,may,Inner.city,inactive,yes,0,3,202,2558,-1.4,Satisfactory,108.6944,excellent,46,15318,74.81,1,no
yes,Self-employed,wed,Higher.school.certificate,nov,suburban,inactive,yes,0,1,107,5229,1.35,High,105.8,satisfactory,47,15564,85.25,2,no
yes,Driver,fri,doctorate,may,Inner.city,inactive,yes,0,4,42,3079,-1.4,Satisfactory,107.2944,satisfactory,38,15264,77.08,1,no
unknown,Self-employed,thu,TAFE,may,suburban,not.registered,no,0,0,376,5913,3.15,Satisfactory,107.4152,satisfactory,37,15595,97.3,1,yes
yes,Lawyer,wed,other,nov,Inner.city,inactive,yes,0,4,818,4942,1.45,Satisfactory,106.64,satisfactory,35,15580,83.15,1,no
yes,Electrician,wed,other,may,Inner.city,active,no,0,1,330,6374,2.95,Satisfactory,107.1452,satisfactory,34,15568,98.49,0,no
no,Driver,tue,doctorate,may,Inner.city,inactive,yes,0,7,518,1613,-1.2,Satisfactory,104.5444,excellent,41,15298,80.31,1,no
no,Lawyer,fri,unknown,apr,Inner.city,inactive,yes,0,0,182,2474,-1.3,Satisfactory,108.3,excellent,47,15306,76.16,0,no
yes,Librarian,fri,other,apr,Inner.city,inactive,yes,0,3,691,1416,-1,Satisfactory,105.9392,satisfactory,65,15002,99.65,1,yes
no,Self-employed,thu,highschool.certificate,nov,Inner.city,inactive,yes,0,1,1433,4933,1.35,Satisfactory,106.63,satisfactory,40,15613,88.31,0,no
no,Self-employed,wed,Bachelour.degree,jul,Inner.city,inactive,yes,0,2,524,5905,3.5,Satisfactory,108.9244,poor,22,15689,87.48,0,no
no,Lawyer,thu,Higher.school.certificate,nov,Inner.city,inactive,yes,1,4,618,1452,0.0499999999999999,Low,108.6736,excellent,61,14886,66.52,2,yes
yes,Lawyer,wed,other,jun,Inner.city,inactive,no,0,0,61,6499,3.5,Satisfactory,108042,satisfactory,44,15696,90.48,0,no
no,Driver,tue,unknown,aug,Inner.city,inactive,yes,0,2,485,6058,3.8,Satisfactory,109.1652,satisfactory,31,15676,97.66,1,no
no,Electrician,mon,unknown,jul,suburban,inactive,no,0,0,1640,5818,3.4,Satisfactory,111.8344,satisfactory,42,15627,87.75,1,no
yes,Gardener,wed,Higher.school.certificate,jul,Inner.city,inactive,yes,0,19,46,6188,3.4,Satisfactory,108.6644,poor,35,15678,87.86,1,no
yes,Lawyer,mon,other,may,Inner.city,inactive,no,0,1,1014,5549,3.35,Satisfactory,104.8552,excellent,39,15607,96.85,0,no
yes,Lawyer,wed,other,aug,Inner.city,inactive,yes,0,4,1083,1648,-0.85,Satisfactory,105.3416,satisfactory,59,14982,94.69,0,no
yes,Gardener,thu,Bachelour.degree,mar,Inner.city,inactive,yes,0,2,462,1059,-1.1,Satisfactory,106.7552,satisfactory,41,15094,103.5,0,yes
yes,Retail,tue,other,aug,Inner.city,inactive,yes,0,2,477,2938,-2.75,High,106.7908,satisfactory,67,15236,109.63,2,no
yes,Self-employed,fri,Higher.school.certificate,jun,suburban,inactive,no,0,1,479,6.09,3.8,Satisfactory,106302,satisfactory,37,15678,86.99,0,no
yes,Driver,mon,other,aug,Inner.city,inactive,yes,0,1,331,6181,3.4,Satisfactory,110.0852,poor,33,15720,99.61,1,no
no,Self-employed,wed,TAFE,may,Inner.city,inactive,no,0,1,790,5388,3.05,Satisfactory,111.0852,satisfactory,38,15601,98.08,1,no
yes,Doctor,thu,other,apr,suburban,inactive,yes,0,1,311,1455,-1.4,Satisfactory,105.6,satisfactory,37,15328,77.28,0,no
yes,Lawyer,mon,other,aug,suburban,inactive,yes,0,1,256,6057,3.6,High,102.6352,satisfactory,62,15737,99.69,0,no
no,Lawyer,wed,other,nov,Inner.city,active,yes,1,2,399,2727,-0.35,Low,111.4136,poor,30,14867,69.05,7,no
yes,Gardener,wed,Bachelour.degree,nov,Inner.city,active,yes,0,5,535,5369,1.25,Satisfactory,106.38,poor,42,15645,80.54,1,no
no,Lawyer,thu,Bachelour.degree,nov,Inner.city,inactive,yes,0,3,654,4741,1.25,High,106.82,satisfactory,32,15594,85.41,2,no
yes,Self-employed,wed,Higher.school.certificate,jun,Inner.city,inactive,no,0,1,931,5393,3.5,Satisfactory,108242,poor,25,15643,83.64,0,no
yes,Lawyer,fri,other,aug,Inner.city,inactive,yes,0,7,182,5342,3.6,Satisfactory,105.6252,satisfactory,37,15710,99.98,1,no
yes,Plumber,fri,TAFE,may,suburban,inactive,yes,0,0,278,2.91,-1.1,Satisfactory,107.6844,satisfactory,55,15341,75.55,0,no
yes,Lawyer,tue,other,aug,Inner.city,inactive,yes,0,6,224,5874,3.8,Satisfactory,109.8152,satisfactory,48,15652,97.03,1,no
yes,Driver,wed,Bachelour.degree,nov,Inner.city,inactive,no,0,3,232,5158,1.15,High,107.88,excellent,39,15590,84.32,2,no
no,Librarian,mon,other,jul,Inner.city,inactive,yes,0,2,189,4961,3.6,Satisfactory,107.1044,satisfactory,44,15661,85.2,1,no
yes,Plumber,tue,highschool.certificate,jul,suburban,inactive,yes,0,1,1522,6344,3.6,Satisfactory,109.0244,satisfactory,56,15629,87.75,0,no
no,Lawyer,wed,highschool.certificate,may,suburban,inactive,no,0,1,698,5426,2.95,Satisfactory,110.3252,satisfactory,49,15579,98.86,1,no
yes,Lawyer,tue,Bachelour.degree,nov,Inner.city,inactive,yes,0,0,409,4739,1.15,Satisfactory,106.9,satisfactory,57,15559,87.84,0,no
no,Self-employed,wed,unknown,jun,Inner.city,inactive,no,0,11,134,6017,3.4,Satisfactory,109422,poor,38,15704,88.9,1,no
yes,Lawyer,thu,Bachelour.degree,jul,Inner.city,inactive,yes,1,2,345,2101,-3.05,High,111.2952,poor,34,15244,103.29,3,no
yes,Lawyer,thu,unknown,may,Inner.city,active,yes,3,1,493,1611,-1,Low,106.0044,satisfactory,38,15286,81.69,1,no
yes,Lawyer,fri,other,may,Inner.city,inactive,no,0,1,417,5838,3.15,Satisfactory,109.9152,satisfactory,34,15547,97.31,1,no
yes,Driver,fri,Bachelour.degree,jul,Inner.city,inactive,yes,1,4,1346,2357,-1.05,Low,106592,poor,28,15042,89.95,2,yes
no,Gardener,mon,Bachelour.degree,may,Inner.city,inactive,no,0,4,652,6128,3.25,Satisfactory,109.4252,poor,34,15588,98.73,0,no
yes,Chef,fri,Bachelour.degree,may,suburban,active,no,0,7,197,5941,3.15,Satisfactory,106.9052,poor,22,15598,99.67,0,no
unknown,Doctor,tue,doctorate,may,Inner.city,not.registered,no,0,3,1133,6009,3.35,Satisfactory,106.5552,satisfactory,48,15586,99.82,1,no
no,Self-employed,thu,TAFE,jun,suburban,inactive,no,0,0,648,5624,3.5,Satisfactory,105232,satisfactory,45,15693,91.01,0,no
